Zip, School, Rating
76548,Lighthouse Christian Academy,Harker Heights
76504,Scott Elementary School,3
76504,Temple High School,3
76504,Travis Science Academy,3
76504,Western Hills Elementary School,5
76504,Kennedy-Powell Elementary School,6
76504,St Marys Catholic School,5
76504,Immanuel Lutheran School,4
76504,The Montessori School,3
76504,St. Mary's School,Temple
76504,Immanuel Lutheran School,TX
76504,Fred W Edwards Academy Aec,5
76504,Fred W. Edwards Academy Accelerated H.S.,5
76541,Clifton Park Elementary School,7
76541,East Ward Elementary School,3
76541,Nolan Middle School,3
76541,West Ward Elementary School,3
76541,Richard Milburn Alter High School (Killeen,1
76541,St. Joseph Elementary School,TX
76541,Grace Christian Academy,TX
76541,New Heights Christ Day Care,TX
76541,Grace Lutheran School,Killeen
76541,Killeen Adventist Academy,Killeen
76541,Little Angels Day Care,Killeen
76541,Anderson Chapel,Killeen
76501,Jefferson Elementary School,5
76501,Lamar Middle School,3
76501,Hector P Garcia Elementary School,4
76501,Christ Church School,5
76501,Holy Trinity High School,Temple
76501,Wheatley Alternative Education Cen,Temple
76550,Lampasas High School,6
76550,Lampasas Middle School,5
76550,Kline Whitis Elementary School,5
76550,Hanna Springs Elementary School,5
76550,Taylor Creek Elementary School,4
76571,Salado High School,7
76571,Thomas Arnold Elementary School,5
76571,Salado Intermediate School,6
76571,Bell County Daep,Salado
76571,Salado J High School,7
37660,Roosevelt Elementary School,7
37660,Jackson Elementary School,2
37660,Sevier Middle School,6
37660,Washington Elementary School,6
37660,Sullivan Elementary School,6
37660,Sullivan North High School,5
37660,Christian Life Academy,4
37660,Apostolic Gospel Academy,Kingsport
37660,Comprehensive Community Services,Kingsport
37660,Appalachian Christian School,Kingsport
37660,North Middle School,3
37660,Ketron Elementary School,4
37620,Anderson Elementary School,3
37620,Avoca Elementary School,9
37620,Fairmount Elementary School,4
37620,Haynesfield Elementary School,8
37620,Holston View Elementary School,8
37620,Vance Middle School,5
37620,Tennessee High School,7
37620,Bluff City Elementary School,6
37620,Emmett Elementary School,6
37620,Holston Valley Middle School,4
37620,Weaver Elementary School,3
37620,Brookside Academy,Bristol
37620,Tri-Cities Christian School,Bristol
37620,Tennessee Avenue Christian Academy,5
37620,Mountain Empire Baptist School,Bristol
37620,Tennessee Online Public School,7
37664,Dobyns - Bennett High School,8
37664,Jefferson Elementary School,6
37664,Johnson Elementary School,8
37664,Lincoln Elementary School,4
37664,Robinson Middle School,7
37664,Indian Springs Elementary School,6
37664,Rock Springs Elementary School,6
37664,Sullivan South High School,6
37664,St Dominic School,5
37664,John Adams Elementary School,6
24201,Highland View Elementary School,3
24201,Joseph Van Pelt Elementary School,4
24201,Stonewall Jackson Elementary School,5
24201,Virginia High School,3
24201,Virginia Middle School,5
24201,Washington Lee Elementary School,4
24201,St Annes School,5
24201,Crossroads Alternative/Bristol City,VA
24201,Day Treatment Program,VA
24201,Central Baptist Academy,VA
24210,Abingdon Elementary School,6
24210,Abingdon High School,5
24210,E.B. Stanley Middle School,6
24210,Greendale Elementary School,10
24210,A. Linwood Holton Gov. School,VA
24210,W.N. Neff Center  For Science And Technology,VA
24210,Washington Co. Technical,VA
37642,Carter's Valley Elementary School,4
37642,Church Hill Elementary School,7
37642,Church Hill Middle School,5
37642,Mcpheeter's Bend Elementary School,5
37642,Volunteer High School,5
37642,Church Hill Intermediate School,6
37663,Colonial Heights Middle School,7
37663,Miller Perry Elementary School,5
37617,Blountville Elementary School,3
37617,Blountville Middle School,3
37617,Central Heights Elementary School,7
37617,Sullivan Central High School,5
37617,Holston Elementary School,7
37617,Holston Middle School,5
37617,Tri-Cities Christian School,5
37617,Shekinah Christian Academy,TN
37618,Bluff City Middle School,4
37618,Sullivan East High School,4
24202,High Point Elementary School,10
24202,John S. Battle High School,4
24202,Valley Institute Elementary,8
24202,Wallace Middle School,7
24202,Sullins Academy,4
24202,Morrison School,5
24211,Watauga Elementary School,9
37686,Mary Hughes School,4
37645,Mt Carmel Elementary School,8
12401,Chambers School,2
12401,Harry L Edson School,3
12401,George Washington School,4
12401,J Watson Bailey Middle School,4
12401,John F. Kennedy,2
12401,Kingston High School,5
12401,St Joseph School,4
12401,Kingston Catholic School,4
12401,Children's Home Of Kingston,Kingston
12401,Good Shepherd School,5
12401,Hudson Valley Sudbury School,Kingston
12401,Center For Spectrum Services,5
12477,Saugerties Junior High School,4
12477,Cahill School,4
12477,Morse School,6
12477,Mount Marion Elementary School,7
12477,Riccardi Elementary School,7
12477,Saugerties Senior High School,5
12477,St Mary Of The Snow School,Saugerties
12477,Woodstock Day School,5
12561,Lenape Elementary School,6
12561,Duzine School,5
12561,New Paltz Middle School,4
12561,New Paltz Senior High School,7
12561,Mountain Laurel Waldorf School,5
12528,Highland Elementary School,5
12528,Highland High School,7
12528,Highland Middle School,4
12589,Leptondale Elementary School,4
12589,Ostrander Elementary School,4
12589,Plattekill Elementary School,5
12589,John G Borden Middle School,4
12589,Wallkill Senior High School,7
12566,Crispell Middle School,5
12566,E J Russell Elementary School,4
12566,Pine Bush Senior High School,7
12566,Pine Bush Elementary School,5
12566,Chapel Field Christian High School,4
12498,Woodstock Elementary School,6
12542,Marlboro Central High School,7
12542,Marlboro Middle School,6
12542,Marlboro Elementary School,5
37918,Adrian Burnett Elementary School,5
37918,Brickey Mccloud Elementary School,7
37918,Ritta Elementary School,3
37918,Central High School,3
37918,Fountain City Elementary School,6
37918,Gresham Middle School,5
37918,Shannondale Elementary School,7
37918,St Joseph School,4
37918,Garden Montessori School,3
37918,Natures Way Montessori School,4
37920,Dogwood Elementary School,3
37920,Bonny Kate Elementary School,5
37920,South Doyle High School,4
37920,South Doyle Middle School,4
37920,Gap Creek Elementary School,8
37920,Mt Olive Elementary School,5
37920,New Hopewell Elementary School,6
37920,Mooreland Heights Elementary School,4
37920,South Knox Elementary School,6
37920,Mead Montessori School,4
37919,Bearden Elementary School,8
37919,Bearden High School,8
37919,Knox Adaptive Education Center,3
37919,Rocky Hill Elementary School,7
37919,Sequoyah Elementary School,8
37919,West High School,6
37919,Sacred Heart Cathedral School,4
37919,Knoxville Adventist School,5
37919,Columbus Home School,TN
37919,Knoxville Montessori School,5
37919,Oakmont School,Knoxville
37919,Riverbend School,TN
37919,Fca Knoxville,TN
37919,Pride & Joy Children's Academy,4
37922,A L Lotts Elementary School,8
37922,Blue Grass Elementary School,9
37922,Farragut Primary School,4
37922,West Valley Middle School,9
37922,Annoor Academy,Knoxville
37922,Annoor Academy,Knoxville
37922,Northshore Elementary,8
37922,Northshore Elementary,Knoxville
37830,Glenwood Elementary School,4
37830,Jefferson Middle School,6
37830,Linden Elementary School,4
37830,Oak Ridge High School,8
37830,Robertsville Middle School,5
37830,Willow Brook Elementary School,4
37830,Woodland Elementary School,6
37830,St. Marys School,5
37923,Cedar Bluff Middle School,7
37923,Cedar Bluff Elementary School,6
37923,Knoxville Catholic High School,4
37923,Webb School Of Knoxville,4
37923,Christian Academy Of Knoxville,4
37923,Tate's School Of Discovery,4
37923,Cedar Springs Weekday School,5
37923,Grace Covenant Baptist Academy,Knoxville
37803,Fairview Elementary School,6
37803,Montvale Elementary School,7
37803,Foothills Elementary School,10
37803,Maryville High School,9
37803,Maryville Middle School,8
37803,Sam Houston Elementary School,7
37803,Carpenters Middle School,8
37803,Maryville Intermediate School,9
37803,Carpenters Elementary School,7
37931,Ball Camp Elementary School,6
37931,Byington Solway Career And Technical Education Cen,Knoxville
37931,Karns Elementary School,6
37931,Karns High School,5
37931,Karns Middle School,8
37931,Grace Christian Academy,4
37931,Amherst Elementary School,5
37921,Beaumont Elementary/Magnet,4
37921,Lonsdale Elementary School,3
37921,Maynard Elementary School,2
37921,Pleasant Ridge Elementary School,5
37921,Ridgedale Alternative School,Knoxville
37921,West Haven Elementary School,3
37921,West View Elementary School,2
37921,West End Academy,5
37921,University Seventh-Day Adventist School,Knoxville
37921,Rule Christian Academy,Knoxville
37917,Richard Yoakley School,5
37917,Knox County Adult High School,Knoxville
37917,Christenberry Elementary School,3
37917,Belle Morris Elementary School,2
37917,Fulton High School,3
37917,Whittle Springs Middle School,5
37917,First Lutheran School,5
37917,Knoxville Baptist Christian,4
37917,Lincoln Park Technology And Trade Center,TN
37801,Lanier Elementary School,5
37801,William Blount High School,6
37801,Mary Blount Elementary School,7
37801,Maryville Christian School,4
37801,Apostolic Christian Academy,4
37849,Claxton Elementary School,3
37849,Powell Elementary School,5
37849,Powell High School,5
37849,Powell Middle School,7
37849,Copper Ridge Elementary School,5
37849,Temple Baptist Academy,5
37849,First Baptist Academy,TN
37716,Anderson County Career Technical Center,Clinton
37716,Clinton Middle School,4
37716,Clinton High School,3
37716,Dutch Valley Elementary School,3
37716,Anderson County High School,6
37716,Grand Oaks Elementary School,5
37716,Clinton Elementary School,8
37716,North Clinton Elementary School,6
37716,South Clinton Elementary School,6
37716,Faith Christian School,5
37716,Clinch River Community School,2
37912,Inskip Elementary School,4
37912,Northwest Middle School,3
37912,Norwood Elementary School,3
37912,Sterchi Elementary School,6
37912,Apostolic Christian School,5
37804,Eagleton Middle School,4
37804,Heritage High School,5
37804,Porter Elementary School,8
37804,Eagleton Elementary School,7
37804,John Sevier Elementary School,7
37804,Lakeway Academy Blount,TN
37804,Heritage Middle School,4
37804,Coulter Grove Intermediate School,8
37934,Farragut High School,9
37934,Farragut Intermediate School,8
37934,Farragut Middle School,9
37934,Saint John Neumann Catholic School,4
37934,Greenway School,5
37934,Concord Christian School,5
37914,Austin East High/Magnet,3
37914,Chilhowee Intermediate School,4
37914,Sarah Moore Greene Elementary / Magnet,2
37914,Spring Hill Elementary School,3
37914,Freedom Christian Academy,4
37914,Berean Christian School,5
37914,Cte School,Knoxville
37774,Ft Loudoun Middle School,4
37774,Loudon Elementary School,3
37774,Loudon High School,5
37774,Steekee Elementary School,8
37766,Lafollette Middle School,3
37766,Valley View Elementary School,4
37766,Campbell Co Adult High School,La Follette
37766,Christian Academy Of Campbell County,4
37766,Lafollette Elementary School,3
37766,Calvary Christian Academy,1
37748,Coalfield School,5
37748,Midtown Elementary School,4
37748,Midtown Educational Center,3
37748,Harriman Middle School,5
37748,Harriman High School,6
37748,Bowers Elementary School,5
37938,Halls Elementary School,6
37938,Halls High School,6
37938,Halls Middle School,5
37938,North Knox Career And Technical Education Center,Knoxville
37909,Bearden Middle School,6
37909,Pond Gap Elementary School,3
37909,West Hills Elementary School,4
37909,New Pathway Academy,4
37909,Haslam Academy,TN
37771,Lenoir City High School,6
37771,Lenoir City Middle School,6
37771,Eaton Elementary School,8
37771,Highland Park Elementary School,8
37771,North Middle School,8
37932,Knoxville Christian School,3
37932,Episcopal School Of Knoxville,4
37932,Hardin Valley Elementary School,7
37932,Paideia Academy,5
37932,Hardin Valley Academy,7
37763,Cherokee Middle School,6
37763,Kingston Elementary School,7
37763,Midway Elementary School,7
37763,Midway High School,6
37763,Roane County High School,7
37763,Calvary Baptist School,5
37763,Roane County Christian School,TN
37763,Sailaway Learning & Academy,Kingston
37763,Kingston Academy,2
37763,Michael Dunn Center,Kingston
37854,Pine View Elementary School,7
37854,Ridge View Elementary School,5
37854,Rockwood High School,4
37854,Rockwood Middle School,5
37854,His Servants Academy,TN
37777,Middlesettlements,7
37777,New Horizon Montessori School,5
37777,Gateway Center,Louisville
37777,Montessori Middle School,TN
37772,Lenoir City Elementary School,4
37772,Crossroads Christian Academy,5
37772,Crossroads Christian Academy,Lenoir City
37772,Lenoir City Christian Academy and Preschool,Lenoir City
37772,Lenoir City Christian Academy,Lenoir City
37721,Corryton Elementary School,6
37721,Gibbs Elementary School,7
37721,Gibbs High School,5
37721,New Hope Christian School,5
37924,Sunnyview Primary School,5
37924,Holston Middle School,6
37924,Dr. Paul L Kelly Volunteer Academy,2
37807,Union County High School,3
37807,Big Ridge Elementary School,5
37807,H Maynard Middle School,4
37807,Maynardville Elementary School,4
37807,Union County Alternative Center,Maynardville
37807,Tennessee Virtual Academy,4
37807,Paulette Elementary School,4
37807,Elementary Middle Alternative,Maynardville
37757,Campbell County Comprehensive High School,3
37757,Caryville Elementary School,4
37757,Jacksboro Elementary School,7
37757,Jacksboro Middle School,4
37861,Joppa Elementary School,5
37861,Grainger Academy,1
37861,Grainger Co Adult High,TN
37861,Rutledge Elementary School,4
37861,New System School,TN
37861,Rutledge Middle School,4
37861,Rutledge Primary School,Rutledge
37701,Alcoa Elementary School,5
37701,Alcoa High School,8
37701,Alcoa Middle School,8
37701,School of Hope,TN
37737,Friendsville Elementary School,5
37737,Union Grove Middle School,5
37737,Union Grove Elementary School,5
37742,Greenback School,6
37882,Townsend Elementary School,4
33810,Kathleen Middle School,3
33810,Kathleen Elementary School,5
33810,Griffin Elementary School,3
33810,Winston Academy of Engineering,6
33810,R. Clem Churchwell Elementary School,4
33810,Socrum Elementary School,4
33810,Victory Christian Academy,4
33810,Sleepy Hill Middle School,3
33810,Dr. NE Roberts Elementary School,4
33810,Sleepy Hill Elementary School,3
33844,Palmer Academy,Haines City
33844,Shelley S. Boone Middle School,3
33844,Alta Vista Elementary School,3
33844,Eastside Elementary School,3
33844,Bethune Academy,5
33844,Haines City Senior High School,2
33844,Landmark Christian School,4
33844,Daniel Jenkins Academy Of Technology Middle School,4
33844,Sandhill Elementary School,4
33844,Lighthouse Christian Learning Center,Haines City
33881,Westwood Middle School,4
33881,Elbert Elementary School,4
33881,Fred G. Garner Elementary School,3
33881,Jewett Middle Academy Magnet,4
33881,Jewett School Of The Arts,4
33881,St Joseph Catholic School,4
33881,Immanuel Lutheran Church & School,5
33881,Winter Haven Christian School,5
33881,Saint Joseph Catholic School,4
33881,Hartridge Academy,4
33881,Ridge Teen Parent Program,FL
33881,Ridge Career Center,3
33881,Chain Of Lakes Collegiate High School,5
33881,New Beginnings High School,Winter Haven
33881,Bethel Christian Academy,Winter Haven
33881,Immanuel Lutheran,FL
33880,Winter Haven Senior High School,3
33880,Denison Middle School,3
33880,Frank E. Brigham Academy,4
33880,Inwood Elementary School,4
33880,Lake Shipp Elementary School,3
33880,John Snively Elementary School,3
33880,Wahneta Elementary School,5
33880,Winter Haven Adventist Academy,Winter Haven
33880,Grace Lutheran School,Winter Haven
33880,All Saints' Academy,4
33880,Oasis Christian Academy,4
33880,Winter Haven Pace,FL
33880,Grace Lutheran School,Winter Haven
33880,Lakeside Private School,FL
33884,Garden Grove Elementary School,3
33884,Chain Of Lakes Elementary School,4
33801,Lakeland Senior High School,4
33801,Combee Elementary School,3
33801,Crystal Lake Elementary School,2
33801,Philip O'brien Elementary School,5
33801,Crystal Lake Middle School,3
33801,Oscar J. Pope Elementary School,4
33801,Lawton Chiles Middle Academy,5
33801,Santa Fe Catholic High School,4
33801,Sonrise Christian School,4
33801,McKeel Elementary Academy,9
33801,Polk Virtual Franchise,FL
33801,Doris A. Sanders Learning Center,Lakeland
33801,Heritage Christian Academy,FL
33801,Tenoroc High School,5
33801,Ese Countywide,FL
33801,Polk Virtual Instruction Program,FL
33801,Lakeland Montessori Middle School,9
33801,New Birth Christian Academy,FL
33801,Polk Virtual Instruction (Course Offerings),FL
33801,Heritage Christian Academy,FL
33801,Polk Full Time Eschool,Lakeland
33813,Medulla Elementary School,3
33813,Scott Lake Elementary School,4
33813,Lakeland Highlands Middle School,3
33813,George W. Jenkins Senior High School,3
33813,Valleyview Elementary School,4
33813,Highlands Christian Academy,5
33813,St Paul Lutheran School,5
33813,Geneva Classical Academy,5
33813,Renaissance Progressive School,FL
33813,Highlands Grove Elementary School,5
33813,Families Of Faith Christian Academy International,FL
33803,Southwest Middle School,3
33803,Carlton Palmore Elementary School,4
33803,Cleveland Court Elementary School,5
33803,Dixieland Elementary School,4
33803,Southwest Elementary School,4
33803,Magnolia Montessori Academy,10
33803,St. Joseph's Academy,4
33803,Lakeland Christian School,4
33803,Bill Duncan Opportunity Center,Lakeland
33803,Polk State College Collegiate High School,5
33803,Maynard A. Traviss Career Center,2
33803,South McKeel Academy,9
33803,The Monarch School,4
33803,St. Joseph's School,Lakeland
33803,Treasures of Life Academy,Lakeland
33803,The Monarch School,FL
33803,Polk State Lakeland Gateway To College Charter High School,Lakeland
33823,Auburndale Senior High School,4
33823,Lena Vista Elementary School,4
33823,Auburndale Central Elementary School,4
33823,Walter Caldwell Elementary School,4
33823,Clarence Boswell Elementary School,5
33823,Jere L. Stambaugh Middle School,4
33823,Berkley Elementary School,5
33823,B.E.S.T.,Auburndale
33823,Berkley Accelerated Middle School,5
33823,East Area Adult School,FL
33823,Polk Pre-Collegiate Academy,Auburndale
33809,Edgar L. Padgett Elementary School,3
33809,Lake Gibson Middle School,3
33809,Lake Gibson Senior High School,3
33809,Wendell Watson Elementary School,3
33809,Excel Christian Academy,5
33809,Saint Anthony Catholic School,5
33809,Crossroads School,4
33837,Loughman Oaks Elementary School,3
33837,Davenport School Of The Arts,4
33837,Ridge Community High School,3
33837,Ridge Christian Academy,4
33837,Davenport Adult And Career Education Center,FL
33837,Horizons Elementary School,3
33837,Davenport Community Campus,FL
33837,Davenport Adult And Career Education Center,FL
33830,Bartow Senior High School,4
33830,Bartow Middle School,3
33830,Bartow Elementary Academy,4
33830,Floral Avenue Elementary School,2
33830,Gibbons Street Elementary School,3
33830,James E. Stephens Elementary School,4
33830,Union Academy,4
33830,Word Of Life Christian School,5
33830,Compass Middle Charter School,Bartow
33830,Hospital Homebound,FL
33830,Gause Academy Of Leadership,Bartow
33830,Polk County Sheriff's Central Center,FL
33830,Jean O'dell Learning Center,Bartow
33830,First Methodist School,5
33830,Migrant Non-Enrolled Students,FL
33830,Spessard L Holland Elementary School,4
33830,Transition School,FL
33830,Bartow Youth Academy,FL
33830,Real Academy (Reaching Every Adolescent Learner),FL
33805,North Lakeland Elementary School Of Choice,4
33805,Lincoln Avenue Academy,4
33805,Rochelle School Of The Arts,4
33805,Calvary Baptist Church Academy,Lakeland
33805,Lakeland Adventist Junior Academy,FL
33805,Pathway Christian Learning Center,Lakeland
33805,Lakeland Montessori School House,4
33805,Greater St Paul Academy,Lakeland
33805,New Jerusalem Christian Academy,FL
33805,Solutions Academy,5
33811,James W. Sikes Elementary School,4
33811,R. Bruce Wagner Elementary School,5
33860,Mulberry Senior High School,3
33860,Purcell Elementary School,2
33860,Kingsford Elementary School,4
33860,Mulberry Middle School,3
33860,New Horizons,FL
33860,Mulberry Christian Academy,4
33860,Calvary Academy - Florida,FL
33860,Kids World of Learning Elementary,FL
33860,Old Paths Christian Academy,Mulberry
33897,Four Corners Charter School,3
33815,Kathleen Senior High School,4
33815,Jesse Keen Elementary School,3
33815,McKeel Academy Of Technology,8
33815,Rosabelle W. Blake Academy,4
33815,Families of Faith Christian Academy,Lakeland
33815,St Luke S Christian Academy & Preschool,4
33815,West Area Adult/Community School,FL
33815,P.A.C.E. Center For Girls,Lakeland
33815,Greater Faith Academy,4
33843,Frostproof Elementary School,Frostproof
33843,Frostproof Middle/Senior High School,4
33843,Ben Hill Griffin Jr Elementary School,4
33843,Virtue Academy,Frostproof
33859,The Vanguard School,3
33859,Bok Academy,4
33853,Mclaughlin Middle School And Fine Arts Academy,3
33853,Polk Avenue Elementary School,4
33853,Hillcrest Elementary School,4
33853,Spook Hill Elementary School,4
33853,Roosevelt Academy,4
33853,Janie Howard Wilson School,4
33853,Lake Wales Senior High School,3
33853,Endtime Christian School Of Excellence,Lake Wales
33853,Our Children's Academy,Lake Wales
33853,Candlelight Christian Academy,Lake Wales
33853,Endtime Christian School of Excellence,Lake Wales
33868,Polk City Elementary School,4
17603,New School of Lancaster,4
17603,Rohrerstown El School,6
17603,Fulton El School,3
17603,Lafayette El School,3
17603,Ross El School,3
17603,Thomas Wharton El School,4
17603,Hamilton El School,4
17603,Reynolds Middle School,4
17603,James Buchanan El School,4
17603,Elizabeth R Martin El School,4
17603,Wheatland Middle School,3
17603,Price El School,3
17603,Carter And Macrae El School,3
17603,Manor Middle School,7
17603,Hambright El School,5
17603,Sacred Heart School,4
17603,Lancaster Country Day School,4
17603,Lancaster Mennonite School New Danville,Lancaster
17603,Blue Rock Mennonite School,Lancaster
17603,Manos House,Lancaster
17603,Sabvi,PA
17603,College Hill Children's Center,Lancaster
17601,Conestoga Valley Senior High School,8
17601,Fritz El School,6
17601,Centerville Middle School,7
17601,Centerville El School,7
17601,Manheim Twp High School,8
17601,Nitrauer School,9
17601,Manheim Twp Middle School,8
17601,Bucher School,9
17601,Lancaster Catholic High School,5
17601,St Leo The Great School,4
17601,Lancaster County Christian School - Leola Campus,5
17601,Oak Grove Amish School,PA
17601,Montessori Academy Of Lancaster,5
17601,Brecht School,7
17601,Kindercare Learning Center,Lancaster
17601,Quarry Road Amish School,PA
17601,Lancaster County Academy,PA
17601,Schaeffer School,8
17601,Hartman Station Amish School,PA
17601,Witmer Amish School,PA
17601,Learning Ladder Schools,Lancaster
17601,Landis Run Intermediate School,6
17602,La Academia-The Partnership Charter School,2
17602,Smoketown El School,5
17602,Conestoga Valley Middle School,7
17602,George Washington El School,1
17602,Wickersham El School,4
17602,Hand Middle School,2
17602,Lincoln Middle School,3
17602,Mccaskey Campus,2
17602,Burrowes School,4
17602,King El School,5
17602,Resurrection Catholic School,5
17602,Lancaster Mennonite School - Locust Grove,5
17602,Lancaster Mennonite School-Lancaster Campus,4
17602,Lancaster County Christian School-West Lampeter,3
17602,Central Penn Christian School,Lancaster
17602,Rocky Ridge School,PA
17602,St Anne School,4
17602,Witmer Amish School,PA
17602,Rockvale Amish School,PA
17602,Greenland Amish School,PA
17602,Smoketown Amish School,PA
17602,Wonder Club School,Lancaster
17602,Phoenix Academy,2
17602,Greenland School,PA
17602,Rocky Ridge School,PA
17543,Reidenbaugh El School,7
17543,John R Bonfield El School,6
17543,Lititz El School,6
17543,John Beck El School,5
17543,Warwick Senior High School,8
17543,Kissel Hill El School,6
17543,Warwick Middle School,6
17543,Linden Hall,4
17543,Elm School,Lititz
17543,Lititz Christian School,5
17543,Lititz Area Mennonite School,5
17543,Lime Rock School,PA
17543,New Haven Mennonite School,Lititz
17543,Learning Ladder Schools,Lititz
17543,Middle Creek Parochial School,Lititz
17543,Middle Creek Parochial School,PA
17543,Fairview Parochial School,Lititz
17543,Airport View School,Lititz
17543,Fairland School,PA
17543,Millport Mennonite School,PA
17543,Morningstar Christian Daycare,PA
17522,Clay El School,8
17522,Highland El School,5
17522,Ephrata Senior High School,9
17522,Ephrata Middle School,6
17522,Our Mother of Perpetual Help School,5
17522,Napierville Parochial School,Ephrata
17522,Ephrata Mennonite School,5
17522,Metzlers Mennonite School,Ephrata
17522,Diamond Road Parochial School,Ephrata
17522,Hinkletown Mennonite School,5
17522,Conestoga View,PA
17522,Glenwood Parochial School,PA
17522,Grandview Heights Christian Academy,4
17522,Hillside Parochial School,Ephrata
17522,Pleasant Valley Mennonite School,Ephrata
17522,Springville Mennonite School,Ephrata
17522,Wood Corner School,Ephrata
17522,Farmersville Mennonite School,Ephrata
17522,Grace Christian School,Ephrata
17522,Martindale Parochial School,PA
17522,Sheaffer School,PA
17522,Wood Crest Parochial School,Ephrata
17522,Lincoln Independent School,PA
17522,Metzlers School,PA
17522,Fulton El School,7
17522,Bethany Parochial School,Ephrata
17522,Farmersville School,PA
17522,Brickerville Mennonite School,PA
17522,Scheaffer Parochial School,Ephrata
17522,Wood Corner Parocial School,PA
17522,Pleasant Valley Parochial School,PA
17522,Hahnstown Mennonite School,PA
17522,Martindale Parochial School,PA
17522,Cherry Grove School,PA
17522,Diamond Road Menn School,PA
17522,Durlach Parochial School,PA
17522,Fairview Parochial School,PA
17522,Hillside Special Education Mennonite School,PA
17522,Wood Corner Amish School,PA
17522,Woodcrest Parochial School,PA
17522,Durlach Parochial School,PA
17522,Hillside Parochial Special Education,PA
17522,Cherry Grove Parochial School,Ephrata
17522,Martindale Special Education,Ephrata
17522,Olive Branch Christian Academy,Ephrata
17022,Mill Road El School,5
17022,East High Street El School,4
17022,Elizabethtown Area Senior High School,7
17022,Elizabethtown Area Middle School,7
17022,Conewago El School,6
17022,St Peter Parochial School,5
17022,Mount Calvary Christian School,5
17022,Hildebrandt Learning Center,PA
17022,Bellaire Ridge School,PA
17022,Bear Creek School,8
17545,Manheim Central Senior High School,7
17545,Manheim Christian Day School,5
17545,Clearview Mennonite School,PA
17545,Sporting Hill Mennonite School,Manheim
17545,Elm School,PA
17545,Iron Grove School,Manheim
17545,Oak Lane Mennonite School,Manheim
17545,Old Line School,PA
17545,Burgard El School,5
17545,Manheim Central Middle School,5
17545,Doe Run El School,7
17545,Stiegel El School,6
17545,Old Line School,PA
17552,Donegal Senior High School,7
17552,Donegal Middle School,7
17552,Farmdale El School,7
17552,Lancaster Mennonite Kraybill Campus,4
17552,Eby Chiques School,PA
17552,Sonlight River Brethren School,5
17552,The Janus School,4
17552,Rheems Mennonite School,Mount Joy
17512,Taylor El School,Columbia
17512,Columbia Junior-Senior High School,3
17512,Park El School,3
17512,Lancaster Preparatory School,PA
17512,Our Lady Of The Angels School,4
17517,Denver El School,7
17517,Cocalico Middle School,5
17517,Cocalico Senior High School,9
17517,Brecknock El School,5
17517,Gehmans Mennonite School,Denver
17517,Chestnut Hill School,Denver
17517,Muddy Creek School,Denver
17517,Muddy Creek Christian School,Denver
17517,White Oak Mennonite School,PA
17517,Trostle Hill School,PA
17551,Eshleman El School,6
17551,Penn Manor High School,8
17547,Susquehanna Waldorf School,4
17547,Donegal Primary School,3
17547,DONEGAL INTERMEDIATE SCHOOL,5
48823,East Lansing High School,4
48823,Glencairn School,5
48823,Pinecrest School,4
48823,Whitehills Elementary School,3
48823,Marble School,4
48823,Donley Elementary School,5
48823,Macdonald Middle School,3
48823,St Thomas Aquinas Parish School,4
48823,Stepping Stones Montessori School,5
48823,Summit Christian Academy,East Lansing
48823,Stepping Stones Montessori School,5
48823,Greater Lansing Islamic School,5
48911,Forrest G. Averill School,4
48911,Wexford Montessori Magnet School,3
48911,North School,4
48911,Woodcreek Achievement Center,MI
48911,Lansing Christian School,4
48911,Lansing Chr Secondary School,MI
48911,Lansing K-8 Stem Magnet Academy,Lansing
48911,Lewton School,Lansing
48911,Gardner Academy,Lansing
48911,Attwood School,1
48910,Cole Academy,4
48910,El-Hajj Malik El-Shabazz Academy,2
48910,Beekman Center,5
48910,Cavanaugh School,4
48910,Everett High School,3
48910,Forest View School,4
48910,Kendon School,3
48910,Lyons School,5
48910,Pleasant View Magnet School,5
48910,Reo School,4
48910,Immaculate Heart Of Mary-St Casmir School,5
48910,Lansing Baptist School,1
48910,Hope Academy,Lansing
48910,Pam's Academy Of Champions,5
48910,Lansing Charter Academy,4
48910,Ingham Academy/Family Center,MI
48910,Mt. Hope School,Lansing
48917,Windemere Park Charter Academy,7
48917,Delta Center Elementary School,3
48917,East Intermediate School,3
48917,Meryl S. Colt Elementary School,Lansing
48917,Waverly Senior High School,4
48917,Winans Elementary School,4
48917,Elmwood Elementary School,5
48917,Waverly Middle School,5
48917,St Gerard Elementary School,5
48917,Our Savior Lutheran School,5
48917,New Covenant Christian School,4
48917,Greater Lansing Adventist School,MI
48917,St. Vincent Home,MI
48917,Insight School Of Michigan,Lansing
48906,Mid-Michigan Leadership Academy,4
48906,Cumberland School,4
48906,Gier Park School,4
48906,St. Therese School,Lansing
48906,Emanuel Lutheran School,5
48906,Sheridan Road,1
48906,Blended Learning Academies Credit Recovery High School,Lansing
48842,Horizon Elementary School,4
48842,Washington Woods Middle School,3
48842,Elliott Elementary School,5
48842,Holt 9th Grade Campus,Delhi Charter Township
48842,Holt Senior High School,4
48842,Midway Elementary School,Delhi Charter Township
48842,Sycamore Elementary School,4
48842,Wilcox Elementary School,5
48842,Hope Middle School,4
48842,Holt Lutheran Schools,4
48842,Capitol City Baptist School,4
48842,Holt Junior High School,4
48842,Central Lutheran High School,MI
