Zip,School,Rating
37830,Linden Elementary School,4
37830,Oak Ridge High School,8
37830,Robertsville Middle School,5
37830,Willow Brook Elementary School,4
37830,Woodland Elementary School,6
37830,St. Marys School,5
37923,Cedar Bluff Middle School,7
37923,Cedar Bluff Elementary School,6
37923,Knoxville Catholic High School,4
37923,Webb School Of Knoxville,4
37923,Christian Academy Of Knoxville,4
37923,Tate's School Of Discovery,4
37923,Cedar Springs Weekday School,5
37803,Fairview Elementary School,6
37803,Montvale Elementary School,7
37803,Foothills Elementary School,10
37803,Maryville High School,9
37803,Maryville Middle School,8
37803,Sam Houston Elementary School,7
37803,Carpenters Middle School,8
37803,Maryville Intermediate School,9
37803,Carpenters Elementary School,7
37931,Ball Camp Elementary School,6
37931,Karns Elementary School,6
37931,Karns High School,5
37931,Karns Middle School,8
37931,Grace Christian Academy,4
37931,Amherst Elementary School,5
37921,Beaumont Elementary/Magnet,4
37921,Lonsdale Elementary School,3
37921,Maynard Elementary School,2
37921,Pleasant Ridge Elementary School,5
37921,West Haven Elementary School,3
37921,West View Elementary School,2
37921,West End Academy,5
37917,Richard Yoakley School,5
37917,Christenberry Elementary School,3
37917,Belle Morris Elementary School,2
37917,Fulton High School,3
37917,Whittle Springs Middle School,5
37917,First Lutheran School,5
37917,Knoxville Baptist Christian,4
37801,Lanier Elementary School,5
37801,William Blount High School,6
37801,Mary Blount Elementary School,7
37801,Maryville Christian School,4
37801,Apostolic Christian Academy,4
37849,Claxton Elementary School,3
37849,Powell Elementary School,5
37849,Powell High School,5
37849,Powell Middle School,7
37849,Copper Ridge Elementary School,5
37849,Temple Baptist Academy,5
37716,Clinton Middle School,4
37716,Clinton High School,3
37716,Dutch Valley Elementary School,3
37716,Anderson County High School,6
37716,Grand Oaks Elementary School,5
37716,Clinton Elementary School,8
37716,North Clinton Elementary School,6
37716,South Clinton Elementary School,6
37716,Faith Christian School,5
37716,Clinch River Community School,2
37912,Inskip Elementary School,4
37912,Northwest Middle School,3
37912,Norwood Elementary School,3
37912,Sterchi Elementary School,6
37912,Apostolic Christian School,5
37804,Eagleton Middle School,4
37804,Heritage High School,5
37804,Porter Elementary School,8
37804,Eagleton Elementary School,7
37804,John Sevier Elementary School,7
37804,Heritage Middle School,4
37804,Coulter Grove Intermediate School,8
37934,Farragut High School,9
37934,Farragut Intermediate School,8
37934,Farragut Middle School,9
37934,Saint John Neumann Catholic School,4
37934,Greenway School,5
37934,Concord Christian School,5
37914,Austin East High/Magnet,3
37914,Chilhowee Intermediate School,4
37914,Sarah Moore Greene Elementary / Magnet,2
37914,Spring Hill Elementary School,3
37914,Freedom Christian Academy,4
37914,Berean Christian School,5
37774,Ft Loudoun Middle School,4
37774,Loudon Elementary School,3
37774,Loudon High School,5
37774,Steekee Elementary School,8
37766,Lafollette Middle School,3
37766,Valley View Elementary School,4
37766,Christian Academy Of Campbell County,4
37766,Lafollette Elementary School,3
37766,Calvary Christian Academy,1
37748,Coalfield School,5
37748,Midtown Elementary School,4
37748,Midtown Educational Center,3
37748,Harriman Middle School,5
37748,Harriman High School,6
37748,Bowers Elementary School,5
37938,Halls Elementary School,6
37938,Halls High School,6
37938,Halls Middle School,5
37909,Bearden Middle School,6
37909,Pond Gap Elementary School,3
37909,West Hills Elementary School,4
37909,New Pathway Academy,4
37771,Lenoir City High School,6
37771,Lenoir City Middle School,6
37771,Eaton Elementary School,8
37771,Highland Park Elementary School,8
37771,North Middle School,8
37932,Knoxville Christian School,3
37932,Episcopal School Of Knoxville,4
37932,Hardin Valley Elementary School,7
37932,Paideia Academy,5
37932,Hardin Valley Academy,7
37763,Cherokee Middle School,6
37763,Kingston Elementary School,7
37763,Midway Elementary School,7
37763,Midway High School,6
37763,Roane County High School,7
37763,Calvary Baptist School,5
37763,Kingston Academy,2
37854,Pine View Elementary School,7
37854,Ridge View Elementary School,5
37854,Rockwood High School,4
37854,Rockwood Middle School,5
37777,Middlesettlements,7
37777,New Horizon Montessori School,5
37772,Lenoir City Elementary School,4
37772,Crossroads Christian Academy,5
37721,Corryton Elementary School,6
37721,Gibbs Elementary School,7
37721,Gibbs High School,5
37721,New Hope Christian School,5
37924,Sunnyview Primary School,5
37924,Holston Middle School,6
37924,Dr. Paul L Kelly Volunteer Academy,2
37807,Union County High School,3
37807,Big Ridge Elementary School,5
37807,H Maynard Middle School,4
37807,Maynardville Elementary School,4
37807,Tennessee Virtual Academy,4
37807,Paulette Elementary School,4
37757,Campbell County Comprehensive High School,3
37757,Caryville Elementary School,4
37757,Jacksboro Elementary School,7
37757,Jacksboro Middle School,4
37861,Joppa Elementary School,5
37861,Grainger Academy,1
37861,Rutledge Elementary School,4
37861,Rutledge Middle School,4
37701,Alcoa Elementary School,5
37701,Alcoa High School,8
37701,Alcoa Middle School,8
37737,Friendsville Elementary School,5
37737,Union Grove Middle School,5
37737,Union Grove Elementary School,5
37742,Greenback School,6
37882,Townsend Elementary School,4
33810,Kathleen Middle School,3
33810,Kathleen Elementary School,5
33810,Griffin Elementary School,3
33810,Winston Academy of Engineering,6
33810,R. Clem Churchwell Elementary School,4
33810,Socrum Elementary School,4
33810,Victory Christian Academy,4
33810,Sleepy Hill Middle School,3
33810,Dr. NE Roberts Elementary School,4
33810,Sleepy Hill Elementary School,3
33844,Shelley S. Boone Middle School,3
33844,Alta Vista Elementary School,3
33844,Eastside Elementary School,3
33844,Bethune Academy,5
33844,Haines City Senior High School,2
33844,Landmark Christian School,4
33844,Daniel Jenkins Academy Of Technology Middle School,4
33844,Sandhill Elementary School,4
33881,Westwood Middle School,4
33881,Elbert Elementary School,4
33881,Fred G. Garner Elementary School,3
33881,Jewett Middle Academy Magnet,4
33881,Jewett School Of The Arts,4
33881,St Joseph Catholic School,4
33881,Immanuel Lutheran Church & School,5
33881,Winter Haven Christian School,5
33881,Saint Joseph Catholic School,4
33881,Hartridge Academy,4
33881,Ridge Career Center,3
33881,Chain Of Lakes Collegiate High School,5
33880,Winter Haven Senior High School,3
33880,Denison Middle School,3
33880,Frank E. Brigham Academy,4
33880,Inwood Elementary School,4
33880,Lake Shipp Elementary School,3
33880,John Snively Elementary School,3
33880,Wahneta Elementary School,5
33880,All Saints' Academy,4
33880,Oasis Christian Academy,4
33884,Garden Grove Elementary School,3
33884,Chain Of Lakes Elementary School,4
33801,Lakeland Senior High School,4
33801,Combee Elementary School,3
33801,Crystal Lake Elementary School,2
33801,Philip O'brien Elementary School,5
33801,Crystal Lake Middle School,3
33801,Oscar J. Pope Elementary School,4
33801,Lawton Chiles Middle Academy,5
33801,Santa Fe Catholic High School,4
33801,Sonrise Christian School,4
33801,McKeel Elementary Academy,9
33801,Tenoroc High School,5
33801,Lakeland Montessori Middle School,9
33813,Medulla Elementary School,3
33813,Scott Lake Elementary School,4
33813,Lakeland Highlands Middle School,3
33813,George W. Jenkins Senior High School,3
33813,Valleyview Elementary School,4
33813,Highlands Christian Academy,5
33813,St Paul Lutheran School,5
33813,Geneva Classical Academy,5
33813,Highlands Grove Elementary School,5
33803,Southwest Middle School,3
33803,Carlton Palmore Elementary School,4
33803,Cleveland Court Elementary School,5
33803,Dixieland Elementary School,4
33803,Southwest Elementary School,4
33803,Magnolia Montessori Academy,10
33803,St. Joseph's Academy,4
33803,Lakeland Christian School,4
33803,Polk State College Collegiate High School,5
33803,Maynard A. Traviss Career Center,2
33803,South McKeel Academy,9
33803,The Monarch School,4
33823,Auburndale Senior High School,4
33823,Lena Vista Elementary School,4
33823,Auburndale Central Elementary School,4
33823,Walter Caldwell Elementary School,4
33823,Clarence Boswell Elementary School,5
33823,Jere L. Stambaugh Middle School,4
33823,Berkley Elementary School,5
33823,Berkley Accelerated Middle School,5
33809,Edgar L. Padgett Elementary School,3
33809,Lake Gibson Middle School,3
33809,Lake Gibson Senior High School,3
33809,Wendell Watson Elementary School,3
33809,Excel Christian Academy,5
33809,Saint Anthony Catholic School,5
33809,Crossroads School,4
33837,Loughman Oaks Elementary School,3
33837,Davenport School Of The Arts,4
33837,Ridge Community High School,3
33837,Ridge Christian Academy,4
33837,Horizons Elementary School,3
33830,Bartow Senior High School,4
33830,Bartow Middle School,3
33830,Bartow Elementary Academy,4
33830,Floral Avenue Elementary School,2
33830,Gibbons Street Elementary School,3
33830,James E. Stephens Elementary School,4
33830,Union Academy,4
33830,Word Of Life Christian School,5
33830,First Methodist School,5
33830,Spessard L Holland Elementary School,4
33805,North Lakeland Elementary School Of Choice,4
33805,Lincoln Avenue Academy,4
33805,Rochelle School Of The Arts,4
33805,Lakeland Montessori School House,4
33805,Solutions Academy,5
33811,James W. Sikes Elementary School,4
33811,R. Bruce Wagner Elementary School,5
33860,Mulberry Senior High School,3
33860,Purcell Elementary School,2
33860,Kingsford Elementary School,4
33860,Mulberry Middle School,3
33860,Mulberry Christian Academy,4
33897,Four Corners Charter School,3
33815,Kathleen Senior High School,4
33815,Jesse Keen Elementary School,3
33815,McKeel Academy Of Technology,8
33815,Rosabelle W. Blake Academy,4
33815,St Luke S Christian Academy & Preschool,4
33815,Greater Faith Academy,4
33843,Frostproof Middle/Senior High School,4
33843,Ben Hill Griffin Jr Elementary School,4
33859,The Vanguard School,3
33859,Bok Academy,4
33853,Mclaughlin Middle School And Fine Arts Academy,3
33853,Polk Avenue Elementary School,4
33853,Hillcrest Elementary School,4
33853,Spook Hill Elementary School,4
33853,Roosevelt Academy,4
33853,Janie Howard Wilson School,4
33853,Lake Wales Senior High School,3
33868,Polk City Elementary School,4
17603,New School of Lancaster,4
17603,Rohrerstown El School,6
17603,Fulton El School,3
17603,Lafayette El School,3
17603,Ross El School,3
17603,Thomas Wharton El School,4
17603,Hamilton El School,4
17603,Reynolds Middle School,4
17603,James Buchanan El School,4
17603,Elizabeth R Martin El School,4
17603,Wheatland Middle School,3
17603,Price El School,3
17603,Carter And Macrae El School,3
17603,Manor Middle School,7
17603,Hambright El School,5
17603,Sacred Heart School,4
17603,Lancaster Country Day School,4
17601,Conestoga Valley Senior High School,8
17601,Fritz El School,6
17601,Centerville Middle School,7
17601,Centerville El School,7
17601,Manheim Twp High School,8
17601,Nitrauer School,9
17601,Manheim Twp Middle School,8
17601,Bucher School,9
17601,Lancaster Catholic High School,5
17601,St Leo The Great School,4
17601,Lancaster County Christian School - Leola Campus,5
17601,Montessori Academy Of Lancaster,5
17601,Brecht School,7
17601,Schaeffer School,8
17601,Landis Run Intermediate School,6
17602,La Academia-The Partnership Charter School,2
17602,Smoketown El School,5
17602,Conestoga Valley Middle School,7
17602,George Washington El School,1
17602,Wickersham El School,4
17602,Hand Middle School,2
17602,Lincoln Middle School,3
17602,Mccaskey Campus,2
17602,Burrowes School,4
17602,King El School,5
17602,Resurrection Catholic School,5
17602,Lancaster Mennonite School - Locust Grove,5
17602,Lancaster Mennonite School-Lancaster Campus,4
17602,Lancaster County Christian School-West Lampeter,3
17602,St Anne School,4
17602,Phoenix Academy,2
17543,Reidenbaugh El School,7
17543,John R Bonfield El School,6
17543,Lititz El School,6
17543,John Beck El School,5
17543,Warwick Senior High School,8
17543,Kissel Hill El School,6
17543,Warwick Middle School,6
17543,Linden Hall,4
17543,Lititz Christian School,5
17543,Lititz Area Mennonite School,5
17522,Clay El School,8
17522,Highland El School,5
17522,Ephrata Senior High School,9
17522,Ephrata Middle School,6
17522,Our Mother of Perpetual Help School,5
17522,Ephrata Mennonite School,5
17522,Hinkletown Mennonite School,5
17522,Grandview Heights Christian Academy,4
17522,Fulton El School,7
17022,Mill Road El School,5
17022,East High Street El School,4
17022,Elizabethtown Area Senior High School,7
17022,Elizabethtown Area Middle School,7
17022,Conewago El School,6
17022,St Peter Parochial School,5
17022,Mount Calvary Christian School,5
17022,Bear Creek School,8
17545,Manheim Central Senior High School,7
17545,Manheim Christian Day School,5
17545,Burgard El School,5
17545,Manheim Central Middle School,5
17545,Doe Run El School,7
17545,Stiegel El School,6
17552,Donegal Senior High School,7
17552,Donegal Middle School,7
17552,Farmdale El School,7
17552,Lancaster Mennonite Kraybill Campus,4
17552,Sonlight River Brethren School,5
17552,The Janus School,4
17512,Columbia Junior-Senior High School,3
17512,Park El School,3
17512,Our Lady Of The Angels School,4
17517,Denver El School,7
17517,Cocalico Middle School,5
17517,Cocalico Senior High School,9
17517,Brecknock El School,5
17551,Eshleman El School,6
17551,Penn Manor High School,8
17547,Susquehanna Waldorf School,4
17547,Donegal Primary School,3
17547,DONEGAL INTERMEDIATE SCHOOL,5
48823,East Lansing High School,4
48823,Glencairn School,5
48823,Pinecrest School,4
48823,Whitehills Elementary School,3
48823,Marble School,4
48823,Donley Elementary School,5
48823,Macdonald Middle School,3
48823,St Thomas Aquinas Parish School,4
48823,Stepping Stones Montessori School,5
48823,Stepping Stones Montessori School,5
48823,Greater Lansing Islamic School,5
48911,Forrest G. Averill School,4
48911,Wexford Montessori Magnet School,3
48911,North School,4
48911,Lansing Christian School,4
48911,Attwood School,1
48910,Cole Academy,4
48910,El-Hajj Malik El-Shabazz Academy,2
48910,Beekman Center,5
48910,Cavanaugh School,4
48910,Everett High School,3
48910,Forest View School,4
48910,Kendon School,3
48910,Lyons School,5
48910,Pleasant View Magnet School,5
48910,Reo School,4
48910,Immaculate Heart Of Mary-St Casmir School,5
48910,Lansing Baptist School,1
48910,Pam's Academy Of Champions,5
48910,Lansing Charter Academy,4
48917,Windemere Park Charter Academy,7
48917,Delta Center Elementary School,3
48917,East Intermediate School,3
48917,Waverly Senior High School,4
48917,Winans Elementary School,4
48917,Elmwood Elementary School,5
48917,Waverly Middle School,5
48917,St Gerard Elementary School,5
48917,Our Savior Lutheran School,5
48917,New Covenant Christian School,4
48906,Mid-Michigan Leadership Academy,4
48906,Cumberland School,4
48906,Gier Park School,4
48906,Emanuel Lutheran School,5
48906,Sheridan Road,1
48842,Horizon Elementary School,4
48842,Washington Woods Middle School,3
48842,Elliott Elementary School,5
48842,Holt Senior High School,4
48842,Sycamore Elementary School,4
48842,Wilcox Elementary School,5
48842,Hope Middle School,4
48842,Holt Lutheran Schools,4
48842,Capitol City Baptist School,4
48842,Holt Junior High School,4
48864,Michigan Connections Academy,5
48864,Great Lakes Cyber School,5
48864,Bennett Woods Elementary School,4
48864,Chippewa Middle School,5
48864,Cornell Elementary School,5
48864,Okemos High School,4
48864,Kinawa School,4
48864,Hiawatha Elementary School,5
48864,Montessori Radmoor School,5
48864,Okemos Public Montessori-Central,4
48864,Nexus Academy of Lansing,4
48813,Charlotte Senior High School,3
48813,Charlotte Middle School,4
48813,Washington Elementary School,4
48813,Parkview Elementary School,4
48813,St Mary Elementary School,5
48837,Willow Ridge Elementary School,4
48837,Grand Ledge High School,4
48837,Leon W. Hayes Middle School,4
48837,St Michael Parish School,4
48837,Kenneth T. Beagle Elementary School,3
48912,Eastern High School,3
48912,Fairview School,4
48912,Post Oak Magnet School,4
48912,Pattengill Academy,3
48854,Alaiedon Elementary School,4
48854,Mason High School,4
48854,North Aurelius Elementary School,4
48854,Steele Street Elementary School,5
48854,Mason Middle School,4
48879,Gateway Elementary School,4
48879,St. Johns Middle School,4
48879,Oakview Elementary School,4
48879,St. Johns High School,4
48879,East Olive Elementary School,5
48879,Riley Elementary School,5
48879,St Joseph Catholic School,5
48879,St Peter Lutheran School,5
48820,Dewitt High School,4
48820,Scott Elementary School,4
48820,Dewitt Junior High School,3
48820,Fuerstenau Early Childhood Center,2
48820,Herbison Woods Elementary School,5
48827,Island City Academy,4
48827,Greyhound Intermediate School,3
48827,Eaton Rapids Senior High School,5
48827,Lockwood Elementary School,4
48827,Eaton Rapids Middle School,3
48840,Murphy Elementary School,5
48840,Haslett Middle School,5
48840,Vera Ralya Elementary School,5
48840,Haslett High School,4
48895,Williamston Middle School,5
48895,Williamston Explorer Elementary School,4
48895,Williamston High School,4
48895,Memorial Lutheran School and Preschool Learning Center,5
48895,St Mary Elementary School,4
48915,J.W. Sexton High School,3
48915,Willow School,5
48915,Montessori Childrens House,5
48915,Riddle Elementary School,1
48821,Dimondale Elementary School,4
89108,Bertha Ronzone Elementary School,2
89108,J  Harold Brinley Middle School,3
89108,J T Mcwilliams Elementary School,4
89108,Paul E Culley Elementary School,2
89108,Twin Lakes Elementary School,4
89108,R E Tobler Elementary School,2
89108,Doris M Reed Elementary School,1
89108,Lilly & Wing Fong Elementary School,6
89108,Berkeley L Bunker Elementary School,4
89108,St Francis De Sales School,5
89108,Calvary Christian Learning Academy,4
89108,Tree of Life Christian School,3
89108,Liberty Baptist Academy,5
89121,C W Woodbury Middle School,4
89121,Chaparral High School,3
89121,George E Harris Elementary School,3
89121,J M Ullom Elementary School,3
89121,Laura Dearing Elementary School,4
89121,Will Beckley Elementary School,3
89121,William E  Ferron Elementary School,5
89121,Mt Olive Luteran School,5
89121,Jerome Mack Middle School,2
89117,Clarence Piggott Elementary School,7
89117,M  J  Christensen Elementary School,6
89117,Herbert A Derfelt Elementary School,6
89117,Spring Valley Montessori School,4
89117,Faith Lutheran Middle School & High School,3
89052,Elise L. Wolff  Elementary School,10
89052,Bob Miller Middle School,4
89052,Coronado High School,10
89052,Glen C. Taylor Elementary School,9
89052,Liberty High School,5
89052,Del E Webb Middle School,3
89052,The Henderson International School,3
89052,Calvary Chapel Green Valley Christian Academy,5
89123,Louis Wiener Jr Elementary School,7
89123,John R  Beatty Elementary School,8
89123,Charlotte Hill Elementary School,6
89123,Silverado High School,5
89123,Roberta C Cartwright Elementary School,8
89123,Charles Silvestri Junior High School,3
89123,Omar Haikal Islamic Academy,5
89123,Jack Lund Schofield Middle School,4
89123,Roger D Gehring Elementary School,9
89123,Challenger School - Silverado,3
89123,Nevada Virtual Academy,4
89123,Kids R Kids Of Silverado Ranch,5
89031,Lee Antonello Elementary School,7
89031,Eva Wolfe Elementary School,3
89031,Mojave High School,2
89031,Addeliar Guy Elementary School,5
89031,Raul P Elizondo Elementary School,5
89031,Fredric W Watson Elementary School,2
89031,Steve Cozine Elementary School,5
89031,Clifford O. Pete Findlay Middle School,3
89031,Eva G Simmons Elementary School,6
89031,Somerset Academy Of Las Vegas,6
89110,Dell H Robison Middle School,3
89110,Elbert Edwards Elementary School,3
89110,Eldorado High School,1
89110,Ira J Earl Elementary School,2
89110,Morris Sunset East High School,4
89110,Oran K Gragson Elementary School,4
89110,Global Community High School At Morris Hall,5
89110,Stanford Elementary School,3
89110,Kirk Adams Elementary School,4
89110,Richard J Rundle Elementary School,2
89110,Mike Ocallaghan Middle School,3
89110,Duane D Keller Middle School,2
89110,Mountain View Christian Schools,3
89110,Desert Pines High School,1
89110,William K. Moore Elementary School,2
89110,Eileen Brookman Elementary School,5
89110,Charlotte & Jerry Keller Elementary School,4
89074,Selma F Bartlett Elementary School,10
89074,James Gibson Elementary School,8
89074,David M Cox Elementary School,8
89074,Barbara And Hank Greenspun Junior High School,4
89074,Aggie Roberts Elementary School,7
89074,Lorna J Kesterson Elementary School,9
89074,Nevada State High School,8
89103,C H Decker Elementary School,3
89103,Harvey N  Dondero Elementary School,6
89103,Kenny C Guinn Middle School,3
89103,Burk Horizon Southwest Sunset High School,5
89103,Joseph E Thiriot Elementary School,6
89148,Bishop Gorman High School,3
89148,Lucille S Rogers Elementary School,9
89148,Victoria Fertitta Middle School,3
89148,Kathy L. Batterman Elementary School,9
89148,Wayne N Tanaka Elementary School,5
89148,Wilbur & Theresa Faiss Middle School,3
89147,Patricia A Bendorf Elementary School,9
89147,P A  Diskin Elementary School,6
89147,Frank Kim Elementary School,6
89147,Roger M Bryan Elementary School,6
89147,Spring Valley Christian Academy,4
89147,Keith C & Karen W Hayes Elementary School,9
89147,Clifford J Lawrence Junior High School,4
89147,Spring Valley High School,4
89147,Beacon Academy Of Nevada,1
89147,Doral Academy,5
89119,Gene Ward Elementary School,2
89119,Lewis E Rowe Elementary School,6
89119,Paradise Elementary School,4
89119,William E Orr Middle School,4
89119,Jack Dailey Elementary School,6
89119,St Viator Catholic School,3
89129,Dorothy Eisenberg Elementary School,6
89129,Marc Kahre Elementary School,5
89129,Ruthe Deskin Elementary School,6
89129,Edith Garehime Elementary School,7
89129,Irwin & Susan Molasky Junior High School,2
89129,Sheila R. Tarr  Elementary School,6
89129,Justice Myron E Leavitt Middle School,4
89129,Word Of Life Christian Academy,3
89129,Challenger School - Summerlin,4
89129,Mountain View Lutheran School,5
89129,Eileen Conners Elementary School,8
89122,Whitney Elementary School,4
89122,Cowan Sunset Southeast High School,3
89122,Cynthia Cunningham Elementary School,4
89122,Francis H Cortney Junior High School,4
89122,Hal Smith Elementary School,1
89122,Cowan Behavior J/Shs,4
89122,Sister Robert Joseph Bailey Elementary School,4
89115,Ed Von Tobel Middle School,4
89115,J E Manch Elementary School,1
89115,Lomie G Heard Elementary School,3
89115,Myrtle Tate Elementary School,3
89115,Zel & Mary Lowman Elementary School,3
89115,Clyde C Cox Elementary School,1
89115,Ann Lynch Elementary School,1
89115,Gwendolyn Woolley Elementary School,6
89115,Manuel J Cortez Elementary School,4
89115,Mario C & Joanne Monaco Middle School,3
89115,Sandy Searles Miller Elementary School,5
89115,Jay W. Jeffers Elementary School,3
89115,Ruben P Diaz Elementary School,4
89014,Jim Thorpe Elementary School,2
89014,Thurman White Middle School,4
89014,Nate Mack Elementary School,9
89014,Estes M Mcdoniel Elementary School,7
89014,Harriet Treem Elementary School,5
89014,Green Valley High School,9
89014,GV Christian School,4
89014,Silver Sands Montessori,4
89131,Betsey A Rhodes Elementary School,8
89131,Howard E Heckethorn Elementary School,7
89131,Ralph Cadwallader Middle School,3
89131,Shadow Ridge High School,6
89131,Arbor View High School,9
89131,Anthony Saville Middle School,3
89131,Thomas O'roarke Elementary School,9
89131,Coral Academy of Science Las Vegas - Centennial Hills,9
89131,West Charleston Enrichment Academy,5
89015,Basic Academy,3
89015,C T Sewell Elementary School,8
89015,Gordon Mccaw Elementary School,10
89015,Lyal Burkholder Junior High School,4
89015,Robert L Taylor Elementary School,2
89015,Ulis Newton Elementary School,7
89015,B  Mahlon Brown Junior High School,3
89015,Edna F Hinman Elementary School,5
89015,Sue H Morrow Elementary School,9
89015,Lake Mead Christian Academy,4
89015,James E & A Rae Smalley Elementary School,10
89015,Pinecrest Academy of Nevada-Horizon Campus,8
89128,James B Mcmillan Elementary School,3
89128,Edythe & Lloyd Katz Elementary School,4
89128,Cimarron Memorial High School,3
89128,Richard H Bryan Elementary School,8
89128,The Meadows School,4
89128,St Elizabeth Ann Seton Catholic School,3
89101,CC Ronnow Elementary School,4
89101,Halle Hewetson Elementary School,3
89101,Rancho High School,6
89101,Roy West Martin Middle School,4
89101,Sunrise Acres Elementary School,6
89101,Walter Bracken Elementary School,10
89101,Las Vegas Academy Of Int'l Studies  Performing And,10
89101,Miley Achievement Center Sec,3
89101,Robert Lunt Elementary School,2
89101,Arturo Cambeiro Elementary School,2
89101,St Joseph School,4
89101,First Good Shepherd Lutheran School,5
89101,Biltmore Continuation High School,3
89101,Variety School,4
89101,Howard E Hollingsworth Elementary School,3
89101,Variety Elementary School,5
89101,9th Bridge School,5
89104,Crestwood Elementary School,4
89104,John C  Fremont Middle School,4
89104,John S Park Elementary School,3
89104,K O Knudson Junior High School,4
89104,Spring Mountain Junior-Senior High School,1
89104,Walter V Long Elementary School,2
89104,St Anne Catholic School,3
89104,Trinity Christian Schools,4
89104,Academy For Learning,5
89104,William E Snyder Elementary School,4
89104,John F Miller School,5
89104,Miley Achievement Center Elementary School,4
89104,Innovations International Charter School of NV,1
89104,Innovations International Charter School Of Nv,3
89104,Trinity International Schools,4
89012,John Vanderburg Elementary School,10
89012,Frank S Lamping Elementary School,10
89012,Dj's Community Christian Academy,3
89012,Neil C Twitchell Elementary School,9
89012,Foothills Montessori School,4
89030,C P Squires Elementary School,2
89030,Fay Herron Elementary School,8
89030,J D Smith Middle School,4
89030,Jim Bridger Middle School,3
89030,Jo Mackey Elementary School,9
89030,Lincoln Elementary School,3
89030,Lois Craig Elementary School,3
89030,Marion E  Cahlan Elementary School,7
89030,Quannah Mccall Elementary School,3
89030,Tom Williams Elementary School,2
89030,H P Fitzgerald Elementary School,3
89030,College Of So. Nv High School East,9
89030,St Christopher Catholic School,4
89030,Washington Continuation Junior High School,1
89030,Reynaldo Martinez Elementary School,4
89030,Desert Rose High School,4
89032,C V T  Gilbert Elementary School,5
89032,Theron L Swainston Middle School,3
89032,Cheyenne High School,2
89032,Lucile Bruner Elementary School,2
89032,Elizabeth Wilhelm Elementary School,4
89032,Marvin M Sedway Middle School,3
89032,Richard C. Priest Elementary School,3
89032,Canyon Springs High School And The Leadership And,2
89032,Imagine 100 Academy Of Excellence,1
89032,Dr. Claude G Perkins Elementary School,4
89032,Imagine 100 Academy of Excellence,3
89102,Ed W Clark High School,7
89102,James Cashman Middle School,3
89102,Rex Bell Elementary School,3
89102,Vegas Verdes Elementary School,8
89102,Desert Torah Academy Ohel Menachem,4
89102,Happy Days Kindergarten,2
89102,Mountain Heights Montessori,5
89139,Mark L Fine Elementary School,6
89139,Tony Alamo Elementary School,7
89139,Lawrence & Heidi Canarelli Middle School,4
89149,Dean Lamar Allen Elementary School,6
89149,Centennial High School,6
89149,Marshall C Darnell Elementary School,6
89149,Henry & Evelyn Bozarth Elementary School,8
89149,Sandra L Thompson Elementary School,8
89149,Edmundo Eddie Escobedo Sr Middle School,3
89149,Northwest Career & Technical Academy,10
89149,Imagine School Mountain View,5
89178,William V Wright Elementary School,8
89178,Carolyn S Reedom Elementary School,6
89178,Robert L Forbuss Elementary School,7
89113,Durango High School,5
89113,Calvary Chapel Christian School,3
89113,Merryhill Elementary School,4
89113,Sierra Vista High School,4
89113,Southwest Career And Technical Academy,10
89113,Judith D Steele Elementary School,8
89113,New Hope Christian Academy,2
89113,American Preparatory Academy,7
89183,John C. Bass Elementary School,6
89183,John R Hummel Elementary School,7
89183,Steve Schorr Elementary School,7
89183,Kitty Mcdonough Ward Elementary School,9
89135,Alexander Dawson School,4
89135,D'vorre & Hall Ober Elementary School,8
89135,West Career & Technical Academy,10
89135,Faith Lutheran Academy,3
89135,Judy & John L Goolsby Elementary School,10
89135,Solomon Schechter Day School Of Las Vegas,3
89107,E W Griffith Elementary School,3
89107,Frank F Garside Junior High School,3
89107,Howard Wasden Elementary School,3
89107,Hyde Park Middle School,4
89107,O K Adcock Elementary School,5
89107,Red Rock Elementary School,3
89107,Robert O Gibson Middle School,4
89107,Rose Warren Elementary School,4
89107,Ruth Fyfe Elementary School,2
89107,Vail Pittman Elementary School,3
89107,Western High School,2
89107,Our Lady Of Las Vegas School,3
89002,Fay Galloway Elementary School,6
89002,John Dooley Elementary School,8
89002,College Of So. Nv High School South,9
89002,Foothill High School,7
89002,Marlan J. Walker Elementary School,10
89002,Jack & Terry Mannion Middle School,3
89130,Claude & Stella Parson Elementary School,3
89130,Ernest J. May Elementary School,8
89130,Lied Middle School,3
89130,Joseph M Neal Elementary School,5
89130,Kay Carl Elementary School,4
89130,Lamb Of God Lutheran School,4
89130,Candil Hall Academy,5
89130,Quest Academy Preparatory Education,2
89130,Founders Academy Las Vegas,5
89134,William Lummis Elementary School,7
89134,Ernest Becker Middle School,4
89134,Dr Miriam & Sheldon G Adelson Educational Campus,4
89134,Merryhill Elementary School,3
89081,John Tartan Elementary School,3
89081,Carroll M Johnston Middle School,2
89081,Jesse D Scott Elementary School,2
89081,D L Dusty Dickens Elementary School,6
89141,Evelyn Stuckey Elementary School,8
89141,Charles & Phyllis Frias Elementary School,10
89141,Aldeane Comito Ries Elementary School,4
89141,Lois & Jerry Tarkanian Middle School,3
89141,Desert Oasis High School,5
89141,Southern Highlands Preparatory School,4
89142,Cyril Wengert Elementary School,6
89142,Las Vegas High School,4
89142,John F Mendoza Elementary School,3
89142,Dan Goldfarb Elementary School,6
89142,Mervin Iverson Elementary School,7
